"promotion_id","promotion_district_id","promotion_name","media_type","cost","start_date","end_date"
"725","119","Weekend Markdown","Daily Paper, Radio","9746","1996-07-05","1996-07-09"
"726","119","Green Light Special","Daily Paper","6435","1996-07-19","1996-07-21"
"727","119","Weekend Markdown","Radio","10733","1996-07-31","1996-08-01"
"728","119","Sales Galore","Daily Paper, Radio, TV","5367","1996-08-16","1996-08-17"
"729","119","Dollar Cutters","Sunday Paper, Radio","10720","1996-08-29","1996-08-30"
"730","119","Price Winners","Product Attachment","5446","1996-09-11","1996-09-12"
"731","119","Price Cutters","Sunday Paper, Radio","5634","1996-09-27","1996-09-30"
"732","119","Shelf Clearing Days","Bulk Mail","14632","1996-10-09","1996-10-10"
"733","119","Green Light Special","Cash Register Handout","8330","1996-10-24","1996-10-28"
"734","119","Unbeatable Price Savers","In-Store Coupon","8437","1996-11-07","1996-11-11"
"735","119","You Save Days","Daily Paper, Radio","9825","1996-11-19","1996-11-21"
"736","119","I Cant Believe It Sale","Sunday Paper","10533","1996-12-03","1996-12-04"
"737","119","Shelf Emptiers","Daily Paper","6448","1996-12-20","1996-12-23"
"738","119","Wallet Savers","Cash Register Handout","14592","1997-01-02","1997-01-06"
"739","119","Big Promo","Daily Paper, Radio, TV","5772","1997-01-16","1997-01-17"
"740","119","Price Smashers","Cash Register Handout","8188","1997-01-28","1997-01-30"
"741","119","Green Light Days","Daily Paper, Radio","8976","1997-02-13","1997-02-15"
"742","119","Price Winners","Bulk Mail","12501","1997-02-26","1997-03-01"
"743","119","Money Savers","Daily Paper, Radio, TV","13635","1997-03-12","1997-03-16"
"744","119","Fantastic Discounts","Product Attachment","7761","1997-03-26","1997-03-27"
"745","119","Price Slashers","Cash Register Handout","13422","1997-04-09","1997-04-12"
"746","119","Wallet Savers","Sunday Paper","14983","1997-04-22","1997-04-24"
"747","119","Sales Days","Sunday Paper","14663","1997-05-06","1997-05-07"
"748","119","You Save Days","Sunday Paper, Radio, TV","7841","1997-05-22","1997-05-23"
"749","119","Money Savers","Daily Paper, Radio","12441","1997-06-06","1997-06-10"
"750","119","Unbeatable Price Savers","TV","12039","1997-06-19","1997-06-22"
"751","119","Green Light Special","Product Attachment","10264","1997-07-04","1997-07-08"
"752","119","Save-It Sale","Sunday Paper, Radio","7807","1997-07-17","1997-07-19"
"753","119","Two for One","Sunday Paper","13214","1997-07-30","1997-08-02"
"754","119","Wallet Savers","Daily Paper","8194","1997-08-14","1997-08-18"
"755","119","Pick Your Savings","Product Attachment","14964","1997-08-27","1997-08-29"
"756","119","Money Savers","Radio","14216","1997-09-11","1997-09-14"
"757","119","Big Time Discounts","Sunday Paper","14496","1997-09-25","1997-09-27"
"758","119","Two for One","Radio","14857","1997-10-08","1997-10-10"
"759","119","Big Time Discounts","Cash Register Handout","12828","1997-10-21","1997-10-24"
"760","119","Bag Stuffers","Radio","5035","1997-11-07","1997-11-09"
"761","119","Price Destroyers","Daily Paper, Radio","10188","1997-11-20","1997-11-23"
"762","119","Go For It","Daily Paper, Radio","8586","1997-12-03","1997-12-05"
"763","119","Savings Galore","Sunday Paper, Radio, TV","5102","1997-12-16","1997-12-19"
"764","119","Price Savers","TV","7772","1997-12-31","1998-01-02"
"765","119","Free For All","Sunday Paper","5142","1998-01-16","1998-01-19"
"766","119","Big Time Discounts","Daily Paper, Radio, TV","11577","1998-01-28","1998-01-30"
"767","119","Go For It","Product Attachment","6637","1998-02-11","1998-02-15"
"768","119","Best Savings","Cash Register Handout","11017","1998-02-27","1998-03-01"
"769","119","Sales Days","In-Store Coupon","13260","1998-03-11","1998-03-14"
"770","119","Super Wallet Savers","Daily Paper","14289","1998-03-25","1998-03-29"
"771","119","Big Time Savings","Daily Paper","7895","1998-04-08","1998-04-10"
"772","119","Super Duper Savers","Sunday Paper, Radio, TV","6639","1998-04-22","1998-04-24"
"773","119","Super Savers","TV","13755","1998-05-06","1998-05-08"
"774","119","Two Day Sale","Daily Paper, Radio, TV","10952","1998-05-21","1998-05-24"
"775","119","Coupon Spectacular","Daily Paper","5759","1998-06-02","1998-06-03"
"776","119","Wallet Savers","TV","6212","1998-06-17","1998-06-21"
"777","119","Money Savers","Daily Paper, Radio, TV","5545","1998-06-30","1998-07-04"
"778","119","Savings Galore","TV","10779","1998-07-16","1998-07-18"
"779","119","Save-It Sale","In-Store Coupon","6787","1998-07-28","1998-07-30"
"780","119","Price Slashers","Daily Paper, Radio","6293","1998-08-14","1998-08-15"
"781","119","Super Savers","Street Handout","14431","1998-08-26","1998-08-30"
"782","119","Price Slashers","Sunday Paper, Radio, TV","7701","1998-09-10","1998-09-12"
"783","119","Big Time Discounts","Daily Paper","9598","1998-09-23","1998-09-27"
"784","119","Super Savers","Sunday Paper","13469","1998-10-08","1998-10-12"
"785","119","Three for One","In-Store Coupon","12548","1998-10-22","1998-10-26"
"786","119","Savings Galore","Daily Paper","11200","1998-11-06","1998-11-09"
"787","119","Shelf Clearing Days","Bulk Mail","6954","1998-11-20","1998-11-23"
"788","119","Price Destroyers","Product Attachment","9878","1998-12-03","1998-12-05"
"789","119","Coupon Spectacular","In-Store Coupon","13830","1998-12-16","1998-12-17"
"790","119","Savings Galore","Product Attachment","10519","1998-12-29","1999-01-01"
"792","120","Price Slashers","Daily Paper, Radio, TV","6009","1996-01-17","1996-01-20"
"793","120","Free For All","Daily Paper, Radio, TV","14834","1996-02-01","1996-02-03"
"794","120","Shelf Clearing Days","Sunday Paper, Radio, TV","6904","1996-02-16","1996-02-18"
"795","120","Unbeatable Price Savers","TV","9747","1996-02-28","1996-03-01"
"796","120","Shelf Emptiers","Cash Register Handout","8745","1996-03-14","1996-03-16"
"797","120","Price Smashers","Sunday Paper, Radio","12443","1996-03-29","1996-03-30"
"798","120","Green Light Days","Sunday Paper","12550","1996-04-12","1996-04-13"
"799","120","Weekend Markdown","Radio","13939","1996-04-24","1996-04-27"
"800","120","Weekend Markdown","Sunday Paper, Radio, TV","11990","1996-05-08","1996-05-10"
"801","120","You Save Days","Radio","11808","1996-05-22","1996-05-24"
"802","120","Big Time Savings","TV","7295","1996-06-05","1996-06-08"
"803","120","I Cant Believe It Sale","Street Handout","9885","1996-06-21","1996-06-23"
"804","120","Two for One","Sunday Paper, Radio","9645","1996-07-04","1996-07-08"
"805","120","Bye Bye Baby","Radio","13089","1996-07-16","1996-07-18"
"806","120","Shelf Clearing Days","Cash Register Handout","6614","1996-08-01","1996-08-02"
"807","120","Shelf Emptiers","Street Handout","7749","1996-08-15","1996-08-17"
"808","120","Sales Galore","Sunday Paper, Radio, TV","9218","1996-08-29","1996-09-01"
"809","120","High Roller Savings","Sunday Paper, Radio","7535","1996-09-12","1996-09-13"
"810","120","Money Grabbers","Sunday Paper, Radio, TV","6441","1996-09-25","1996-09-27"
"811","120","Dollar Cutters","Radio","12678","1996-10-09","1996-10-10"
"812","120","Price Winners","Sunday Paper","8513","1996-10-24","1996-10-28"
"813","120","Money Grabbers","Sunday Paper, Radio","9047","1996-11-07","1996-11-10"
"814","120","Super Duper Savers","Street Handout","5990","1996-11-20","1996-11-22"
"815","120","Save-It Sale","Daily Paper, Radio","6870","1996-12-04","1996-12-07"
"816","120","You Save Days","Product Attachment","14413","1996-12-18","1996-12-19"
"817","120","Tip Top Savings","Cash Register Handout","9820","1997-01-03","1997-01-05"
"818","120","Price Destroyers","Sunday Paper","12144","1997-01-15","1997-01-18"
"819","120","Two for One","Daily Paper, Radio","11570","1997-01-30","1997-01-31"
"820","120","You Save Days","TV","10822","1997-02-11","1997-02-13"
"821","120","Unbeatable Price Savers","Product Attachment","12436","1997-02-27","1997-03-03"
"822","120","Saving Days","Daily Paper","12797","1997-03-14","1997-03-15"
"823","120","Weekend Markdown","Daily Paper, Radio, TV","10768","1997-03-28","1997-03-29"
"824","120","One Day Sale","Daily Paper, Radio, TV","11729","1997-04-10","1997-04-11"
"825","120","Big Promo","Sunday Paper, Radio","14226","1997-04-23","1997-04-25"
"826","120","Free For All","Sunday Paper, Radio","12624","1997-05-08","1997-05-11"
"827","120","Super Wallet Savers","Radio","11795","1997-05-22","1997-05-23"
"828","120","Saving Days","Street Handout","14466","1997-06-05","1997-06-08"
"829","120","Saving Days","Daily Paper, Radio","11836","1997-06-18","1997-06-20"
"830","120","High Roller Savings","Street Handout","9680","1997-07-02","1997-07-03"
"831","120","Bag Stuffers","Radio","7397","1997-07-16","1997-07-20"
"832","120","Money Grabbers","Product Attachment","11776","1997-08-01","1997-08-03"
"833","120","Super Wallet Savers","Cash Register Handout","14019","1997-08-13","1997-08-15"
"834","120","Free For All","Daily Paper, Radio","5835","1997-08-27","1997-08-29"
"835","120","Dollar Cutters","Product Attachment","12096","1997-09-11","1997-09-14"
"836","120","Price Savers","In-Store Coupon","8185","1997-09-25","1997-09-28"
"837","120","Money Savers","Cash Register Handout","5301","1997-10-09","1997-10-13"
"838","120","Super Savers","Street Handout","5153","1997-10-22","1997-10-26"
"839","120","Go For It","Product Attachment","9960","1997-11-05","1997-11-08"
"840","120","Price Winners","Daily Paper, Radio","7757","1997-11-21","1997-11-23"
"841","120","Big Time Discounts","Product Attachment","10993","1997-12-04","1997-12-06"
"842","120","Price Savers","Product Attachment","6227","1997-12-18","1997-12-21"
"843","120","Price Destroyers","Sunday Paper, Radio, TV","12234","1998-01-01","1998-01-04"
"844","120","Weekend Markdown","Street Handout","11740","1998-01-14","1998-01-15"
"845","120","Price Winners","Daily Paper","8602","1998-01-29","1998-01-31"
"846","120","You Save Days","In-Store Coupon","9217","1998-02-13","1998-02-16"
"847","120","Sale Winners","Product Attachment","13770","1998-02-26","1998-02-28"
"848","120","Shelf Clearing Days","Daily Paper, Radio","7641","1998-03-11","1998-03-13"
"849","120","Price Slashers","Sunday Paper","6720","1998-03-25","1998-03-27"
"850","120","Go For It","Product Attachment","11930","1998-04-10","1998-04-12"
"851","120","Pick Your Savings","Daily Paper","5028","1998-04-23","1998-04-25"
"852","120","I Cant Believe It Sale","Radio","10608","1998-05-07","1998-05-09"
"853","120","Big Time Discounts","In-Store Coupon","14560","1998-05-20","1998-05-22"
"854","120","Price Destroyers","Radio","11249","1998-06-03","1998-06-07"
"855","120","Free For All","Daily Paper","12891","1998-06-17","1998-06-19"
"856","120","High Roller Savings","Cash Register Handout","10181","1998-07-02","1998-07-06"
"857","120","Big Time Savings","Street Handout","9006","1998-07-14","1998-07-17"
"858","120","Shelf Emptiers","Daily Paper","11076","1998-07-29","1998-08-01"
"859","120","Green Light Days","Cash Register Handout","13919","1998-08-12","1998-08-15"
"860","120","Price Cutters","Sunday Paper, Radio","12917","1998-08-26","1998-08-29"
"861","120","Free For All","Daily Paper","5206","1998-09-09","1998-09-12"
"862","120","Wallet Savers","Daily Paper, Radio, TV","5313","1998-09-23","1998-09-26"
"863","120","Go For It","Daily Paper, Radio","6701","1998-10-08","1998-10-10"
"864","120","Green Light Special","Cash Register Handout","7408","1998-10-23","1998-10-24"
"865","120","One Day Sale","Bulk Mail","5979","1998-11-05","1998-11-08"
"866","120","Dollar Cutters","Cash Register Handout","11467","1998-11-19","1998-11-23"
"867","120","Weekend Markdown","Daily Paper","14057","1998-12-02","1998-12-05"
"868","120","Super Savers","Daily Paper, Radio, TV","13817","1998-12-18","1998-12-20"
"869","120","High Roller Savings","TV","7261","1998-12-29","1999-01-01"
"871","121","Unbeatable Price Savers","Cash Register Handout","13196","1996-01-17","1996-01-21"
"872","121","Big Time Discounts","Sunday Paper","7321","1996-01-31","1996-02-02"
"873","121","Shelf Clearing Days","In-Store Coupon","12983","1996-02-14","1996-02-17"
"874","121","Dimes Off","Sunday Paper","14544","1996-02-28","1996-03-02"
"875","121","Price Smashers","Sunday Paper","14224","1996-03-13","1996-03-15"
"876","121","Super Wallet Savers","Sunday Paper, Radio, TV","10058","1996-03-28","1996-04-01"
"877","121","Coupon Spectacular","Sunday Paper, Radio, TV","10592","1996-04-10","1996-04-12"
"878","121","Bye Bye Baby","Radio","7535","1996-04-24","1996-04-27"
"879","121","Super Wallet Savers","In-Store Coupon","8416","1996-05-09","1996-05-11"
"880","121","Price Destroyers","In-Store Coupon","13303","1996-05-22","1996-05-26"
"881","121","Money Savers","Radio","8710","1996-06-06","1996-06-10"
"882","121","Dimes Off","Daily Paper","7592","1996-06-21","1996-06-25"
"883","121","Shelf Clearing Days","Street Handout","7017","1996-07-03","1996-07-06"
"884","121","Double Down Sale","Product Attachment","6270","1996-07-18","1996-07-22"
"885","121","Coupon Spectacular","Sunday Paper, Radio, TV","13894","1996-08-01","1996-08-02"
"886","121","Mystery Sale","Product Attachment","6911","1996-08-14","1996-08-17"
"887","121","Savings Galore","Street Handout","14881","1996-08-27","1996-08-29"
"888","121","Bye Bye Baby","Street Handout","5842","1996-09-12","1996-09-14"
"889","121","I Cant Believe It Sale","Daily Paper, Radio, TV","8340","1996-09-26","1996-09-30"
"890","121","Saving Days","Daily Paper, Radio, TV","6737","1996-10-09","1996-10-10"
"891","121","Free For All","TV","13253","1996-10-25","1996-10-28"
"892","121","Bye Bye Baby","Daily Paper, Radio","9826","1996-11-07","1996-11-10"
"893","121","Bye Bye Baby","Sunday Paper, Radio, TV","9851","1996-11-19","1996-11-22"
"894","121","Price Winners","Product Attachment","13630","1996-12-05","1996-12-07"
"895","121","Tip Top Savings","TV","11347","1996-12-19","1996-12-21"
"896","121","Two for One","Street Handout","5726","1997-01-01","1997-01-04"
"897","121","Big Time Discounts","Radio","7969","1997-01-15","1997-01-19"
"898","121","Saving Days","Radio","9785","1997-01-30","1997-02-02"
"899","121","Dollar Days","Street Handout","6047","1997-02-12","1997-02-13"
"900","121","Bag Stuffers","Cash Register Handout","12135","1997-02-25","1997-02-26"
"901","121","Three for One","Product Attachment","9251","1997-03-14","1997-03-16"
"902","121","Saving Days","Bulk Mail","13006","1997-03-27","1997-03-29"
"903","121","Two Day Sale","Daily Paper, Radio, TV","7812","1997-04-09","1997-04-11"
"904","121","Mystery Sale","Sunday Paper, Radio, TV","5610","1997-04-24","1997-04-28"
"905","121","High Roller Savings","Daily Paper, Radio","7599","1997-05-07","1997-05-08"
"906","121","Sale Winners","Sunday Paper, Radio, TV","12833","1997-05-21","1997-05-22"
"907","121","Big Promo","Radio","6184","1997-06-04","1997-06-06"
"908","121","Shelf Clearing Days","Daily Paper","8347","1997-06-17","1997-06-20"
"909","121","Double Your Savings","Sunday Paper","12553","1997-07-02","1997-07-06"
"910","121","Price Winners","Bulk Mail","5823","1997-07-17","1997-07-18"
"911","121","Green Light Days","Daily Paper, Radio","10376","1997-07-30","1997-08-03"
"912","121","Double Your Savings","Sunday Paper, Radio","11591","1997-08-14","1997-08-18"
"913","121","Green Light Special","Radio","14736","1997-08-28","1997-09-01"
"914","121","Bag Stuffers","Daily Paper, Radio, TV","13388","1997-09-12","1997-09-15"
"915","121","Unbeatable Price Savers","TV","6485","1997-09-26","1997-09-29"
"916","121","Pick Your Savings","Sunday Paper","12065","1997-10-09","1997-10-11"
"917","121","Big Time Savings","Product Attachment","6018","1997-10-22","1997-10-24"
"918","121","Saving Days","Sunday Paper","12706","1997-11-06","1997-11-07"
"919","121","Big Time Savings","Daily Paper, Radio, TV","14349","1997-11-20","1997-11-23"
"920","121","Weekend Markdown","Radio","11638","1997-12-05","1997-12-09"
"921","121","Super Savers","Sunday Paper, Radio","7807","1997-12-17","1997-12-20"
"922","121","Price Savers","Daily Paper, Radio, TV","12533","1997-12-30","1998-01-02"
"923","121","I Cant Believe It Sale","Sunday Paper, Radio, TV","9249","1998-01-16","1998-01-17"
"924","121","Weekend Markdown","Cash Register Handout","5592","1998-01-28","1998-01-30"
"925","121","Big Time Savings","Product Attachment","9290","1998-02-12","1998-02-16"
"926","121","Price Winners","Cash Register Handout","9397","1998-02-26","1998-02-27"
"927","121","Price Savers","Radio","10785","1998-03-11","1998-03-13"
"928","121","Price Winners","Sunday Paper, Radio","11493","1998-03-25","1998-03-26"
"929","121","Big Promo","Daily Paper, Radio","7408","1998-04-10","1998-04-11"
"930","121","Big Time Discounts","Product Attachment","5551","1998-04-21","1998-04-23"
"931","121","Coupon Spectacular","Daily Paper, Radio, TV","5485","1998-05-07","1998-05-08"
"932","121","Shelf Clearing Days","Street Handout","7901","1998-05-19","1998-05-21"
"933","121","Shelf Clearing Days","Product Attachment","12592","1998-06-05","1998-06-08"
"934","121","You Save Days","In-Store Coupon","8772","1998-06-19","1998-06-20"
"935","121","Green Light Days","Sunday Paper, Radio","7251","1998-07-02","1998-07-04"
"936","121","Sale Winners","Sunday Paper, Radio","11376","1998-07-16","1998-07-18"
"937","121","Dollar Cutters","Sunday Paper","7037","1998-07-31","1998-08-01"
"938","121","Dollar Days","Daily Paper, Radio","8599","1998-08-13","1998-08-16"
"939","121","Two for One","Daily Paper, Radio","8279","1998-08-27","1998-08-29"
"940","121","Price Savers","Daily Paper, Radio, TV","14113","1998-09-08","1998-09-10"
"941","121","Super Duper Savers","In-Store Coupon","14647","1998-09-25","1998-09-29"
"942","121","Wallet Savers","Sunday Paper, Radio, TV","11590","1998-10-08","1998-10-11"
"943","121","Free For All","Sunday Paper","6372","1998-10-21","1998-10-24"
"944","121","Go For It","Cash Register Handout","13916","1998-11-04","1998-11-05"
"945","121","Pick Your Savings","Street Handout","9323","1998-11-19","1998-11-22"
"946","121","Price Slashers","Sunday Paper","14302","1998-12-03","1998-12-06"
"947","121","Double Your Savings","Daily Paper","11072","1998-12-15","1998-12-17"
"948","121","Super Duper Savers","Daily Paper, Radio","10324","1998-12-30","1999-01-01"
"950","122","Cash Register Lottery","Daily Paper, Radio","10965","1996-01-16","1996-01-23"
"951","122","Two Day Sale","In-Store Coupon","8936","1996-02-01","1996-02-02"
"952","122","Two for One","In-Store Coupon","9897","1996-02-14","1996-02-18"
"953","122","Super Wallet Savers","Radio","5050","1996-02-28","1996-03-01"
"954","122","Cash Register Lottery","Sunday Paper, Radio","14694","1996-03-15","1996-03-22"
"955","122","One Day Sale","Sunday Paper","11210","1996-03-28","1996-03-30"
"956","122","I Cant Believe It Sale","Radio","13880","1996-04-12","1996-04-13"
"957","122","Cash Register Lottery","In-Store Coupon","11250","1996-04-24","1996-04-30"
"958","122","Super Wallet Savers","Sunday Paper, Radio","7685","1996-05-09","1996-05-13"
"959","122","Coupon Spectacular","In-Store Coupon","12746","1996-05-21","1996-05-24"
"960","122","Super Savers","Daily Paper","9781","1996-06-05","1996-06-09"
"961","122","Sale Winners","TV","12024","1996-06-20","1996-06-22"
"962","122","Cash Register Lottery","Bulk Mail","13840","1996-07-03","1996-07-10"
"963","122","You Save Days","Bulk Mail","10101","1996-07-17","1996-07-19"
"964","122","Price Destroyers","Product Attachment","12777","1996-07-31","1996-08-04"
"965","122","Double Down Sale","Radio","9893","1996-08-13","1996-08-14"
"966","122","Price Smashers","Daily Paper","7090","1996-08-28","1996-08-29"
"967","122","Tip Top Savings","Sunday Paper, Radio, TV","14552","1996-09-13","1996-09-14"
"968","122","Price Slashers","Radio","12350","1996-09-25","1996-09-28"
"969","122","Cash Register Lottery","Sunday Paper, Radio","14339","1996-10-11","1996-10-18"
"970","122","Green Light Days","Radio","9573","1996-10-22","1996-10-25"
"971","122","Wallet Savers","Daily Paper, Radio, TV","12924","1996-11-08","1996-11-09"
"972","122","Shelf Emptiers","Sunday Paper","5086","1996-11-20","1996-11-22"
"973","122","Weekend Markdown","Daily Paper, Radio","9293","1996-12-06","1996-12-08"
"974","122","Shelf Emptiers","Product Attachment","13810","1996-12-18","1996-12-22"
"975","122","Two Day Sale","TV","8362","1996-12-31","1997-01-02"
"976","122","Cash Register Lottery","In-Store Coupon","9578","1997-01-01","1997-01-30"
"977","122","Money Savers","Daily Paper, Radio, TV","8657","1997-01-29","1997-02-01"
"978","122","Weekend Markdown","Sunday Paper, Radio, TV","9964","1997-02-13","1997-02-14"
"979","122","Green Light Special","Street Handout","13062","1997-02-27","1997-03-01"
"980","122","Cash Register Lottery","Daily Paper, Radio","5986","1997-03-01","1997-03-30"
"981","122","One Day Sale","Daily Paper, Radio","9938","1997-03-25","1997-03-29"
"982","122","Green Light Days","Daily Paper","6627","1997-04-08","1997-04-10"
"983","122","One Day Sale","Street Handout","10926","1997-04-23","1997-04-24"
"984","122","Cash Register Lottery","Daily Paper, Radio, TV","5559","1997-05-01","1997-05-30"
"985","122","I Cant Believe It Sale","Radio","8449","1997-05-21","1997-05-25"
"986","122","One Day Sale","Daily Paper, Radio, TV","13175","1997-06-04","1997-06-07"
"987","122","Price Winners","Radio","13363","1997-06-19","1997-06-22"
"988","122","Cash Register Lottery","Sunday Paper, Radio","12361","1997-07-01","1997-07-30"
"989","122","Mystery Sale","Daily Paper, Radio","6059","1997-07-16","1997-07-19"
"990","122","Shelf Clearing Days","Daily Paper","6166","1997-07-30","1997-08-02"
"991","122","Big Time Savings","Sunday Paper, Radio, TV","7554","1997-08-15","1997-08-16"
"992","122","Bag Stuffers","Product Attachment","8262","1997-08-29","1997-09-02"
"993","122","Wallet Savers","Sunday Paper, Radio","14177","1997-09-11","1997-09-13"
"994","122","Sale Winners","Daily Paper, Radio, TV","12321","1997-09-24","1997-09-28"
"995","122","Save-It Sale","Bulk Mail","13501","1997-10-08","1997-10-12"
"996","122","Price Cutters","Daily Paper, Radio","5917","1997-10-24","1997-10-26"
"997","122","Shelf Emptiers","Sunday Paper, Radio, TV","6705","1997-11-05","1997-11-06"
"998","122","One Day Sale","Sunday Paper","10230","1997-11-18","1997-11-20"
"999","122","Price Smashers","TV","11364","1997-12-05","1997-12-08"
"1000","122","Tip Top Savings","Daily Paper, Radio, TV","5490","1997-12-19","1997-12-23"
"1001","122","Big Time Discounts","Daily Paper, Radio","11151","1997-12-30","1998-01-02"
"1002","122","You Save Days","Radio","12712","1998-01-15","1998-01-16"
"1003","122","Super Savers","Radio","12392","1998-01-30","1998-02-02"
"1004","122","Big Time Savings","Street Handout","5570","1998-02-11","1998-02-14"
"1005","122","Bag Stuffers","Daily Paper, Radio","12662","1998-02-27","1998-03-03"
"1006","122","Best Savings","Bulk Mail","12261","1998-03-12","1998-03-15"
"1007","122","Green Light Days","Radio","10486","1998-03-27","1998-03-31"
"1008","122","Price Savers","Sunday Paper, Radio","8029","1998-04-09","1998-04-11"
"1009","122","Double Down Sale","Sunday Paper, Radio","13436","1998-04-22","1998-04-25"
"1010","122","High Roller Savings","Daily Paper, Radio","8416","1998-05-07","1998-05-08"
"1011","122","Sales Days","Product Attachment","5186","1998-05-20","1998-05-22"
"1012","122","Save-It Sale","Radio","14438","1998-06-04","1998-06-07"
"1013","122","Free For All","Sunday Paper","14718","1998-06-19","1998-06-21"
"1014","122","Double Down Sale","Radio","5079","1998-07-01","1998-07-03"
"1015","122","Free For All","Product Attachment","14383","1998-07-15","1998-07-18"
"1016","122","Big Time Savings","Radio","5345","1998-07-31","1998-08-03"
"1017","122","Super Savers","Daily Paper, Radio","10498","1998-08-13","1998-08-16"
"1018","122","You Save Days","Daily Paper, Radio, TV","8896","1998-08-26","1998-08-28"
"1019","122","Price Slashers","Sunday Paper, Radio, TV","5411","1998-09-09","1998-09-12"
"1020","122","Weekend Markdown","TV","8082","1998-09-23","1998-09-25"
"1021","122","Price Winners","Sunday Paper","5452","1998-10-09","1998-10-12"
"1022","122","Free For All","In-Store Coupon","11886","1998-10-21","1998-10-23"
"1023","122","I Cant Believe It Sale","Product Attachment","6947","1998-11-04","1998-11-08"
"1024","122","Money Savers","Product Attachment","11326","1998-11-20","1998-11-22"
"1025","122","Dimes Off","Sunday Paper","7472","1998-12-03","1998-12-04"
"1026","122","I Cant Believe It Sale","Sunday Paper, Radio","11943","1998-12-15","1998-12-18"
"1027","122","Coupon Spectacular","Sunday Paper, Radio","5549","1998-12-30","1998-12-31"
"1029","123","Green Light Special","Sunday Paper","11409","1996-01-17","1996-01-19"
"1030","123","High Roller Savings","TV","8606","1996-02-01","1996-02-03"
"1031","123","Best Savings","Sunday Paper, Radio","13413","1996-02-15","1996-02-19"
"1032","123","You Save Days","Sunday Paper","13866","1996-02-28","1996-03-02"
"1033","123","Price Smashers","Bulk Mail","13199","1996-03-15","1996-03-18"
"1034","123","Big Promo","Sunday Paper","8433","1996-03-27","1996-03-31"
"1035","123","Pick Your Savings","Daily Paper, Radio","14440","1996-04-09","1996-04-11"
"1036","123","Sale Winners","Daily Paper, Radio, TV","7849","1996-04-23","1996-04-24"
"1037","123","Go For It","Sunday Paper","14711","1996-05-09","1996-05-13"
"1038","123","Price Cutters","Sunday Paper, Radio, TV","7982","1996-05-23","1996-05-25"
"1039","123","Free For All","Daily Paper, Radio","9878","1996-06-05","1996-06-09"
"1040","123","Super Duper Savers","Sunday Paper","13749","1996-06-20","1996-06-21"
"1041","123","Double Your Savings","In-Store Coupon","12829","1996-07-04","1996-07-08"
"1042","123","Bye Bye Baby","Daily Paper","11481","1996-07-19","1996-07-22"
"1043","123","Price Winners","Daily Paper","7234","1996-07-30","1996-08-02"
"1044","123","Super Savers","Radio","10158","1996-08-15","1996-08-17"
"1045","123","Big Promo","In-Store Coupon","14110","1996-08-28","1996-08-29"
"1046","123","Super Wallet Savers","Sunday Paper, Radio, TV","14701","1996-09-12","1996-09-14"
"1047","123","Wallet Savers","Cash Register Handout","6344","1996-09-24","1996-09-27"
"1048","123","Big Time Discounts","Bulk Mail","13633","1996-10-08","1996-10-10"
"1049","123","Money Grabbers","TV","12458","1996-10-23","1996-10-24"
"1050","123","Savings Galore","Street Handout","14528","1996-11-07","1996-11-11"
"1051","123","Saving Days","Sunday Paper","7372","1996-11-19","1996-11-23"
"1052","123","Super Wallet Savers","Daily Paper, Radio","6370","1996-12-05","1996-12-09"
"1053","123","Price Slashers","Radio","10068","1996-12-19","1996-12-22"
"1054","123","Shelf Emptiers","Product Attachment","10175","1997-01-02","1997-01-06"
"1055","123","Dimes Off","In-Store Coupon","11563","1997-01-14","1997-01-16"
"1056","123","Tip Top Savings","Daily Paper","13546","1997-01-29","1997-02-01"
"1057","123","Saving Days","Radio","12117","1997-02-12","1997-02-14"
"1058","123","Savings Galore","Bulk Mail","7605","1997-02-26","1997-03-01"
"1059","123","Sale Winners","Street Handout","10194","1997-03-11","1997-03-13"
"1060","123","Double Down Sale","Sunday Paper, Radio","9955","1997-03-27","1997-03-31"
"1061","123","Price Cutters","Radio","13399","1997-04-08","1997-04-10"
"1062","123","Price Winners","Cash Register Handout","6924","1997-04-24","1997-04-25"
"1063","123","Two for One","Street Handout","8058","1997-05-08","1997-05-10"
"1064","123","Bye Bye Baby","Sunday Paper, Radio, TV","9528","1997-05-22","1997-05-25"
"1065","123","Unbeatable Price Savers","Sunday Paper, Radio","7845","1997-06-05","1997-06-07"
"1066","123","Weekend Markdown","Sunday Paper, Radio, TV","6751","1997-06-19","1997-06-21"
"1067","123","I Cant Believe It Sale","In-Store Coupon","10332","1997-07-04","1997-07-08"
"1068","123","Bye Bye Baby","Product Attachment","6167","1997-07-17","1997-07-20"
"1069","123","Sales Days","Radio","6701","1997-07-30","1997-08-01"
"1070","123","Three for One","Cash Register Handout","13643","1997-08-15","1997-08-16"
"1071","123","Price Smashers","TV","14524","1997-08-27","1997-08-29"
"1072","123","Big Time Savings","Daily Paper, Radio, TV","12067","1997-09-12","1997-09-16"
"1073","123","Super Duper Savers","Daily Paper, Radio","7474","1997-09-25","1997-09-27"
"1074","123","Green Light Special","Radio","9798","1997-10-07","1997-10-09"
"1075","123","Unbeatable Price Savers","Sunday Paper, Radio, TV","9224","1997-10-23","1997-10-26"
"1076","123","Bag Stuffers","Sunday Paper","8476","1997-11-06","1997-11-08"
"1077","123","Dimes Off","In-Store Coupon","10165","1997-11-19","1997-11-22"
"1078","123","Savings Galore","Sunday Paper, Radio","10526","1997-12-04","1997-12-08"
